Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
4678,"Reisekosten Unternehmer Kilometergelderstattung",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Pauschaler Ansatz für die Nutzung des Privat-PKW des Unternehmers für betriebliche Fahrten.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1890
4679,"Fahrten zwischen Wohnung und Betriebsstätte und Heimfahrten (nicht abziehbarer Anteil)",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Korrektur der über die Entfernungspauschale hinausgehenden, als Betriebsausgabe gebuchten Kosten.","","","Neutrale Aufwendungen",Aufwandskonto,Nein,
4680,"Fahrten zwischen Wohnung und Betriebsstätte und Heimfahrten (Haben)",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Gegenkonto zur Verrechnung der tatsächlichen Kosten für Fahrten Wohnung-Betriebsstätte.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,
4700,Vertriebskosten,Betriebsausgabe,"Kosten Warenabgabe","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für Vertriebskosten.","","","Kosten der Warenabgabe",Aufwandskonto,Nein,1600
4710,Verpackungsmaterial,Betriebsausgabe,"Kosten Warenabgabe","","","8. Sonstige betriebliche Aufwendungen","Aufwand für Verkaufsverpackungen.","","","Kosten der Warenabgabe",Aufwandskonto,Nein,1600
4780,"Fremdleistungen (Marketing und Vertrieb)",Betriebsausgabe,"Kosten Warenabgabe","","","8. Sonstige betriebliche Aufwendungen","Kosten für externe Vertriebspartner, Provisionen etc.","","","Kosten der Warenabgabe",Aufwandskonto,Nein,1600
4800,"Reparaturen und Instandhaltungen von technischen Anlagen und Maschinen",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Laufende Instandhaltung von Produktionsanlagen.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,1600
4805,"Reparaturen und Instandhaltungen von Betriebs- und Geschäftsausstattung",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Reparaturen an Büromöbeln, Computern etc.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,1600
4806,"Wartungskosten für Hard- und Software",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Kosten für Wartungsverträge.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,1600
4808,"Zuführung zu Aufwandsrückstellungen",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Bildung von Rückstellungen für unterlassene Instandhaltung.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,0971
4809,"Sonstige Reparaturen und Instandhaltungen",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Auffangkonto für sonstige Instandhaltungsaufwendungen.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,1600
4832,"Abschreibungen auf Kfz",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Planmäßige Abschreibung auf PKW und LKW.","","","Abschreibungen",Aufwandskonto,Nein,0320
4833,"Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Abschreibung auf den als Betriebsvermögen aktivierten Anteil.","","","Abschreibungen",Aufwandskonto,Nein,0149
4840,"Außerplanmäßige Abschreibungen auf Sachanlagen",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Abschreibungen aufgrund dauerhafter Wertminderung.","","","Abschreibungen",Aufwandskonto,Nein,
4855,"Sofortabschreibung GWG",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Abschreibung für geringwertige Wirtschaftsgüter bis zur jeweiligen Wertgrenze im Jahr der Anschaffung.","","","Abschreibungen",Aufwandskonto,Nein,0480
4860,"Abschreibungen auf aktivierte GWG",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Planmäßige Abschreibung von GWG, die einzeln aktiviert und abgeschrieben werden.","","","Abschreibungen",Aufwandskonto,Nein,0480
4862,"Abschreibungen Sammelposten GWG",Abschreibung,Abschreibungen,"","","7.a) Abschreibungen auf immat. VG und Sachanlagen","Lineare Abschreibung des Sammelpostens für GWG über 5 Jahre.","","","Abschreibungen",Aufwandskonto,Nein,0480
4900,"Sonstige betriebliche Aufwendungen",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für sonstige betriebliche Aufwendungen.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4905,"Sonstige Aufwendungen, betrieblich und regelmäßig",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Regelmäßige betriebliche Aufwendungen, die keiner anderen Kategorie zugeordnet werden können.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4909,"Fremdleistungen (Administrativ)",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Eingekaufte Dienstleistungen für die Verwaltung (z.B. externes Sekretariat).","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4910,Porto,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für Briefmarken, Paketsendungen etc.","","","Bürobedarf, Porto, Telefon",Aufwandskonto,Nein,1600
4920,Telefon,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Grundgebühren und Gesprächskosten für Festnetz und Mobilfunk.","","","Bürobedarf, Porto, Telefon",Aufwandskonto,Nein,1600
4925,Internetkosten,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für den Internetzugang.","","","Bürobedarf, Porto, Telefon",Aufwandskonto,Nein,1600
4930,Bürobedarf,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für Papier, Stifte, Druckerpatronen etc.","","","Bürobedarf, Porto, Telefon",Aufwandskonto,Nein,1600
4940,"Zeitschriften, Bücher",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Fachliteratur für den Betrieb.","","","Fachzeitschriften, Bücher",Aufwandskonto,Nein,1600
4945,Fortbildungskosten,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für Seminare, Kurse und Schulungen für Mitarbeiter und Unternehmer.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4946,"Freiwillige Sozialleistungen",Betriebsausgabe,"Sonstige Kosten","","","6.b) Soziale Abgaben...","Betriebsausgaben für das Wohl der Belegschaft (z.B. Kosten für Betriebsausflüge, Weihnachtsfeiern).","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4950,"Rechts- und Beratungskosten",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Honorare für Anwälte, Notare, Unternehmensberater etc.","","","Rechts- und Beratungskosten",Aufwandskonto,Nein,1600
4955,Buchführungskosten,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für den Steuerberater (lfd. Buchhaltung, Lohnabrechnung) oder Buchführungssoftware.","","","Rechts- und Beratungskosten",Aufwandskonto,Nein,1600
4957,"Abschluss- und Prüfungskosten",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für die Erstellung und Prüfung des Jahresabschlusses.","","","Rechts- und Beratungskosten",Aufwandskonto,Nein,1600
4958,"Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Miete für von Gesellschaftern überlassene Maschinen, Fahrzeuge etc.","","","Mieten für Einrichtungen",Aufwandskonto,Nein,1650
4959,"Vergütungen an Mitunternehmer für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Miete für von Mitunternehmern überlassene bewegliche Wirtschaftsgüter.","","","Mieten für Einrichtungen",Aufwandskonto,Nein,
4960,"Mieten für Einrichtungen",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Miete für bewegliche Wirtschaftsgüter wie Maschinen, Kopierer (Operating Leasing).","","","Mieten für Einrichtungen",Aufwandskonto,Nein,1600
4964,"Softwarekosten (z.B. Gebühren Softwarenutzung, SaaS)",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Laufende Kosten für Software-Abonnements oder Nutzungsgebühren, die nicht aktiviert werden.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4969,"Aufwendungen für Abraum- und Abfallbeseitigung",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für Müllentsorgung, Recycling.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4970,"Nebenkosten des Geldverkehrs",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Kontoführungsgebühren, Spesen für Überweisungen, EC-Cash-Gebühren.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1200
4971,Verwahrentgelt,Betriebsausgabe,"Sonstige Kosten","","","12. Zinsen und ähnliche Aufwendungen","Negativzinsen auf Bankguthaben.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1200
4980,"Sonstiger Betriebsbedarf",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Auffangkonto für diverse kleinere betriebliche Aufwendungen.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,1600
4985,"Werkzeuge und Kleingeräte",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Werkzeuge und Kleingeräte, die nicht als GWG aktiviert werden.","","","Instandhaltung und Werkzeuge",Aufwandskonto,Nein,1600
4997,Verwaltungskosten,Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für allgemeine Verwaltungskosten.","","","Sonstige Aufwendungen",Aufwandskonto,Nein,
8000,Umsatzerlöse,Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Sammelkonto für Umsatzerlöse ohne festen Steuersatz.","","","",Ertragskonto,Nein,1400
8110,"Sonstige steuerfreie Umsätze Inland",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Umsätze mit Vorsteuerabzug nach § 4 Nr. 8-28 UStG.","48","","Umsatzerlöse",Ertragskonto,Ja,1400
8120,"Umsätze / Erlöse Lieferungen nach Drittland (Ausfuhrlieferung, § 4 Nr. 1a UStG)",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Warenlieferungen in Länder außerhalb der EU.","43","","Umsatzerlöse",Ertragskonto,Ja,1400
8125,"Umsätze / Erlöse Lieferungen an Unternehmen in der EU (innerg. Lieferung, steuerfrei nach §4 Nr. 1b UStG)",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Warenlieferungen an andere EU-Unternehmer mit USt-IdNr.","41","","Umsatzerlöse",Ertragskonto,Ja,1400
8130,"Umsätze aus Lieferung des ersten Abnehmers bei Innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Umsätze als erster Abnehmer in einem Dreiecksgeschäft.","42","","Umsatzerlöse",Ertragskonto,Ja,1400
8150,"Sonstige steuerfreie Umsätze (§ 4 Nr. 2-7 UStG)",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Umsätze mit Vorsteuerabzug (z.B. See- und Luftfahrt).","43","","Umsatzerlöse",Ertragskonto,Ja,1400
8160,"Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Steuerfreie Umsätze, die den Vorsteuerabzug ausschließen (z.B. Vermietung, ärztliche Leistungen).","48","","Umsatzerlöse",Ertragskonto,Ja,1400
8165,"Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Sammelkonto für steuerfreie Umsätze ohne Vorsteuerabzug.","48","","Umsatzerlöse",Ertragskonto,Ja,1400
8190,"Erlöse gemäß § 24 UStG",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze von pauschalierenden Land- und Forstwirten.","76","","Umsatzerlöse",Ertragskonto,Ja,1400
8191,"Umsatzerlöse nach §§ 25 und 25a UStG 19/16% USt",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze, die der Differenz- oder Margenbesteuerung unterliegen (z.B. Reiseleistungen, Gebrauchtwaren).","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8193,"Umsatzerlöse nach §§ 25 und 25a UStG ohne USt",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Nicht steuerbarer Anteil der Umsätze aus der Differenzbesteuerung.","","","Umsatzerlöse",Ertragskonto,Nein,1400
8200,"Umsätze / Erlöse",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Sammelkonto für Umsatzerlöse (oft für nicht steuerbare Umsätze verwendet).","","","",Ertragskonto,Nein,1400
8290,"Umsätze / Erlöse 0%",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum Nullsteuersatz (z.B. für Photovoltaikanlagen ab 2023).","87","1","Umsatzerlöse",Ertragskonto,Ja,1400
8300,"Umsätze / Erlöse 7/5% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum ermäßigten Steuersatz.","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8310,"Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7/5% USt.",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum ermäßigten Satz.","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8315,"Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19/16% USt.",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum Regelsatz.","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8320,"Umsätze / Erlöse Lieferungen an Privat im anderen EU Land steuerpflichtig",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Fernverkäufe (OSS), die im Bestimmungsland steuerpflichtig sind.","45","","Umsatzerlöse",Ertragskonto,Ja,1400
8333,"Umsätze / Erlöse 5% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum temporär gesenkten ermäßigten Satz.","35","2","Umsatzerlöse",Ertragskonto,Ja,1400
8334,"Umsätze / Erlöse 7% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum ermäßigten Satz von 7%.","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8336,"Umsätze / Erlöse Dienstleistungen EU mit Steuerschuldumkehr nach § 13b",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Im anderen EU-Land steuerbare sonstige Leistungen an Unternehmer (Reverse Charge).","21","","Umsatzerlöse",Ertragskonto,Ja,1400
8337,"Umsätze / Erlöse Dienstleistungen DE mit Steuerschuldumkehr nach § 13b",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Im Inland erbrachte Leistungen, für die der Leistungsempfänger die Steuer schuldet (z.B. Bauleistungen).","60","","Umsatzerlöse",Ertragskonto,Ja,1400
8338,"Umsätze / Erlöse Dienstleistungen im Drittland steuerbar",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Im Drittland steuerbare sonstige Leistungen.","45","","Umsatzerlöse",Ertragskonto,Ja,1400
8339,"Umsätze / Erlöse Dienstleistungen im anderen EU-Land steuerbar, im Inland nicht steuerbar",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Im anderen EU-Land steuerbare sonstige Leistungen an Privatpersonen (OSS).","45","","Umsatzerlöse",Ertragskonto,Ja,1400
8340,"Umsätze / Erlöse 16% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum temporär gesenkten Regelsatz.","35","3","Umsatzerlöse",Ertragskonto,Ja,1400
8400,"Umsätze / Erlöse 19/16% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum Regelsteuersatz.","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8410,"Umsätze / Erlöse 19% Umsatzsteuer",Einnahme,Umsatzerlöse,"","","1. Umsatzerlöse","Umsätze zum Regelsteuersatz von 19%.","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8600,"Sonstige Erlöse betrieblich und regelmäßig",Einnahme,"Sonstige betriebliche Erträge","","","4. Sonstige betriebliche Erträge","Regelmäßige betriebliche Erträge, die nicht aus dem Hauptgeschäftszweck stammen (z.B. Kantinenerlöse).","","","",Ertragskonto,Nein,1200
8604,"Erstattete Vorsteuer anderer Länder",Einnahme,"Sonstige betriebliche Erträge","","","4. Sonstige betriebliche Erträge","Erträge aus dem Vorsteuer-Vergütungsverfahren.","","","",Ertragskonto,Nein,1200
8607,"Andere Nebenerlöse",Einnahme,"Sonstige betriebliche Erträge","","","4. Sonstige betriebliche Erträge","Auffangkonto für sonstige Nebenerlöse.","","","",Ertragskonto,Nein,1200
8650,"Erlöse Zinsen und Diskontspesen",Einnahme,Zinsertrag,"","","11. sonstige Zinsen und ähnliche Erträge","Weiterberechnete Zinsen oder Diskontspesen.","","","",Ertragskonto,Nein,1400
8700,Erlösschmälerungen,Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Sammelkonto für Erlösminderungen ohne USt (z.B. für nicht steuerbare Umsätze).","","","Umsatzerlöse",Ertragskonto,Nein,1400
8701,"Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für steuerfreie Umsätze ohne Vorsteuerabzug.","48","","Umsatzerlöse",Ertragskonto,Ja,1400
8702,"Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2-7 UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für steuerfreie Umsätze mit Vorsteuerabzug.","43","","Umsatzerlöse",Ertragskonto,Ja,1400
8703,"Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8701.","48","","Umsatzerlöse",Ertragskonto,Ja,1400
8704,"Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8702.","43","","Umsatzerlöse",Ertragskonto,Ja,1400
8705,"Erlösschmälerungen steuerfreie Ausfuhrlieferungen, § 4 Nr. 1a UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für Exporte.","43","","Umsatzerlöse",Ertragskonto,Ja,1400
8706,"Erlösschmälerungen Lieferung erster Abnehmer, steuerfreie innergemeinschaftliche Dreiecksgeschäfte, § 25b Abs. 2, 4 UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für Umsätze im Dreiecksgeschäft.","42","","Umsatzerlöse",Ertragskonto,Ja,1400
8710,"Erlösschmälerungen - 7/5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (ermäßigter Satz).","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8719,"Sonstige Erlösschmälerungen 0%",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für Umsätze zum Nullsteuersatz.","87","1","Umsatzerlöse",Ertragskonto,Ja,1400
8720,"Erlösschmälerungen - 19/16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (Regelsatz).","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8724,"Erlösschmälerungen EU-Lieferungen steuerfrei",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für steuerfreie innergemeinschaftliche Lieferungen.","41","","Umsatzerlöse",Ertragskonto,Ja,1400
8725,"Erlösschmälerungen - EU-Lieferung 7/5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für im Inland steuerbare EU-Lieferungen (ermäßigter Satz).","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8726,"Erlösschmälerungen - EU-Lieferung 19/16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für im Inland steuerbare EU-Lieferungen (Regelsatz).","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8727,"Erlösschmälerungen aus im anderen EU-Land stpflichtigen Lieferungen",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Erlösminderungen für Fernverkäufe (OSS).","","","Umsatzerlöse",Ertragskonto,Nein,1400
8730,"Gewährte Skonti",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Gewährte Skonti ohne USt-Korrektur.","","","Umsatzerlöse",Ertragskonto,Nein,1400
8731,"Gewährte Skonti - 7% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für Umsätze zum ermäßigten Satz.","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8732,"Gewährte Skonti - 5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für Umsätze zum temporär gesenkten ermäßigten Satz.","35","2","Umsatzerlöse",Ertragskonto,Ja,1400
8734,"Gewährte Skonti - 0% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für Umsätze zum Nullsteuersatz.","87","1","Umsatzerlöse",Ertragskonto,Ja,1400
8735,"Gewährte Skonti - 16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für Umsätze zum temporär gesenkten Regelsatz.","35","3","Umsatzerlöse",Ertragskonto,Ja,1400
8736,"Gewährte Skonti - 19% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für Umsätze zum Regelsatz.","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8741,"Gewährte Skonti Dienstleistungen DE mit Steuerschuldumkehr nach § 13b UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für §13b-Leistungen im Inland.","60","","Umsatzerlöse",Ertragskonto,Ja,1400
8742,"Gewährte Skonti Dienstleistungen EU mit Steuerschuldumkehr nach § 13b UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für i.g. §13b-Leistungen.","21","","Umsatzerlöse",Ertragskonto,Ja,1400
8743,"Gewährte Skonti aus steuerfreien EU Lieferungen § 4, 1b UStG",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Skontogewährung für steuerfreie i.g. Lieferungen.","41","","Umsatzerlöse",Ertragskonto,Ja,1400
8745,"Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Sammelkonto Skonti für EU-Lieferungen (Inland).","","","Umsatzerlöse",Ertragskonto,Nein,1400
8746,"Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8745, für ermäßigten Satz.","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8747,"Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8745, für temporär gesenkten ermäßigten Satz.","35","2","Umsatzerlöse",Ertragskonto,Ja,1400
8748,"Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8745, für Regelsatz.","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8749,"Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Wie 8745, für temporär gesenkten Regelsatz.","35","3","Umsatzerlöse",Ertragskonto,Ja,1400
8750,"Gewährte Boni - 7/5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Nachträglich gewährte Boni mit USt-Korrektur (ermäßigter Satz).","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8760,"Gewährte Boni - 19/16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Nachträglich gewährte Boni mit USt-Korrektur (Regelsatz).","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8769,"Gewährte Boni",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Sammelkonto für gewährte Boni.","","","Umsatzerlöse",Ertragskonto,Nein,1400
8770,"Gewährte Rabatte",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Sammelkonto für gewährte Rabatte.","","","Umsatzerlöse",Ertragskonto,Nein,1400
8780,"Gewährte Rabatte - 7/5% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Gewährte Rabatte mit USt-Korrektur (ermäßigter Satz).","86","2","Umsatzerlöse",Ertragskonto,Ja,1400
8790,"Gewährte Rabatte - 19/16% USt",Einnahme,"Umsatzerlöse (Minderung)","","","1. Umsatzerlöse (als Minderung)","Gewährte Rabatte mit USt-Korrektur (Regelsatz).","81","3","Umsatzerlöse",Ertragskonto,Ja,1400
8800,"Erlöse aus Anlagenverkäufen (Buchverlust)",Einnahme,Anlagenabgang,"","","4. Sonstige betriebliche Erträge","Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös unter dem Restbuchwert liegt.","","","Erlöse aus Anlagenverkäufen",Ertragskonto,Nein,1400
