Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
8336,Umsätze / Erlöse Dienstleistungen EU mit Steuerschuldumkehr nach § 13b,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Im anderen EU-Land steuerbare sonstige Leistungen an Unternehmer (Reverse Charge).,21,,Umsatzerlöse,,,
8337,Umsätze / Erlöse Dienstleistungen DE mit Steuerschuldumkehr nach § 13b,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Im Inland erbrachte Leistungen, für die der Leistungsempfänger die Steuer schuldet (z.B. Bauleistungen).",60,,Umsatzerlöse,,,
8338,Umsätze / Erlöse Dienstleistungen im Drittland steuerbar,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Im Drittland steuerbare sonstige Leistungen.,45,,Umsatzerlöse,,,
8339,"Umsätze / Erlöse Dienstleistungen im anderen EU-Land steuerbar, im Inland nicht steuerbar",Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Im anderen EU-Land steuerbare sonstige Leistungen an Privatpersonen (OSS).,45,,Umsatzerlöse,,,
8340,Umsätze / Erlöse 16% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum temporär gesenkten Regelsatz.,35,3,Umsatzerlöse,,,
8400,Umsätze / Erlöse 19/16% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum Regelsteuersatz.,81,3,Umsatzerlöse,,,
8410,Umsätze / Erlöse 19% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum Regelsteuersatz von 19%.,81,3,Umsatzerlöse,,,
8600,Sonstige Erlöse betrieblich und regelmäßig,Einnahme,Sonstige betriebliche Erträge,,,4. Sonstige betriebliche Erträge,"Regelmäßige betriebliche Erträge, die nicht aus dem Hauptgeschäftszweck stammen (z.B. Kantinenerlöse).",,,,,,
8604,Erstattete Vorsteuer anderer Länder,Einnahme,Sonstige betriebliche Erträge,,,4. Sonstige betriebliche Erträge,Erträge aus dem Vorsteuer-Vergütungsverfahren.,,,,,,
8607,Andere Nebenerlöse,Einnahme,Sonstige betriebliche Erträge,,,4. Sonstige betriebliche Erträge,Auffangkonto für sonstige Nebenerlöse.,,,,,,
8650,Erlöse Zinsen und Diskontspesen,Einnahme,Zinsertrag,,,11. sonstige Zinsen und ähnliche Erträge,Weiterberechnete Zinsen oder Diskontspesen.,,,,,,
8700,Erlösschmälerungen,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Sammelkonto für Erlösminderungen ohne USt (z.B. für nicht steuerbare Umsätze).,,,Umsatzerlöse,,,
8701,Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für steuerfreie Umsätze ohne Vorsteuerabzug.,48,,Umsatzerlöse,,,
8702,Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2-7 UStG,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für steuerfreie Umsätze mit Vorsteuerabzug.,43,,Umsatzerlöse,,,
8703,Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Wie 8701.,48,,Umsatzerlöse,,,
8704,Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Wie 8702.,43,,Umsatzerlöse,,,
8705,"Erlösschmälerungen steuerfreie Ausfuhrlieferungen, § 4 Nr. 1a UStG",Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für Exporte.,43,,Umsatzerlöse,,,
8706,"Erlösschmälerungen Lieferung erster Abnehmer, steuerfreie innergemeinschaftliche Dreiecksgeschäfte, § 25b Abs. 2, 4 UStG",Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für Umsätze im Dreiecksgeschäft.,42,,Umsatzerlöse,,,
8710,Erlösschmälerungen - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (ermäßigter Satz).",86,2,Umsatzerlöse,,,
8719,Sonstige Erlösschmälerungen 0%,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für Umsätze zum Nullsteuersatz.,87,1,Umsatzerlöse,,,
8720,Erlösschmälerungen - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (Regelsatz).",81,3,Umsatzerlöse,,,
8724,Erlösschmälerungen EU-Lieferungen steuerfrei,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für steuerfreie innergemeinschaftliche Lieferungen.,41,,Umsatzerlöse,,,
8725,Erlösschmälerungen - EU-Lieferung 7/5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für im Inland steuerbare EU-Lieferungen (ermäßigter Satz).,86,2,Umsatzerlöse,,,
8726,Erlösschmälerungen - EU-Lieferung 19/16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für im Inland steuerbare EU-Lieferungen (Regelsatz).,81,3,Umsatzerlöse,,,
8727,Erlösschmälerungen aus im anderen EU-Land stpflichtigen Lieferungen,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Erlösminderungen für Fernverkäufe (OSS).,,,Umsatzerlöse,,,
8730,Gewährte Skonti,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Gewährte Skonti ohne USt-Korrektur.,,,Umsatzerlöse,,,
8731,Gewährte Skonti - 7% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für Umsätze zum ermäßigten Satz.,86,2,Umsatzerlöse,,,
8732,Gewährte Skonti - 5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für Umsätze zum temporär gesenkten ermäßigten Satz.,35,2,Umsatzerlöse,,,
8734,Gewährte Skonti - 0% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für Umsätze zum Nullsteuersatz.,87,1,Umsatzerlöse,,,
8735,Gewährte Skonti - 16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für Umsätze zum temporär gesenkten Regelsatz.,35,3,Umsatzerlöse,,,
8736,Gewährte Skonti - 19% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für Umsätze zum Regelsatz.,81,3,Umsatzerlöse,,,
8741,Gewährte Skonti Dienstleistungen DE mit Steuerschuldumkehr nach § 13b UStG,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für §13b-Leistungen im Inland.,60,,Umsatzerlöse,,,
8742,Gewährte Skonti Dienstleistungen EU mit Steuerschuldumkehr nach § 13b UStG,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für i.g. §13b-Leistungen.,21,,Umsatzerlöse,,,
8743,"Gewährte Skonti aus steuerfreien EU Lieferungen § 4, 1b UStG",Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Skontogewährung für steuerfreie i.g. Lieferungen.,41,,Umsatzerlöse,,,
8745,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Sammelkonto Skonti für EU-Lieferungen (Inland).,,,Umsatzerlöse,,,
8746,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Wie 8745, für ermäßigten Satz.",86,2,Umsatzerlöse,,,
8747,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Wie 8745, für temporär gesenkten ermäßigten Satz.",35,2,Umsatzerlöse,,,
8748,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Wie 8745, für Regelsatz.",81,3,Umsatzerlöse,,,
8749,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),"Wie 8745, für temporär gesenkten Regelsatz.",35,3,Umsatzerlöse,,,
8750,Gewährte Boni - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Nachträglich gewährte Boni mit USt-Korrektur (ermäßigter Satz).,86,2,Umsatzerlöse,,,
8760,Gewährte Boni - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Nachträglich gewährte Boni mit USt-Korrektur (Regelsatz).,81,3,Umsatzerlöse,,,
8769,Gewährte Boni,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Sammelkonto für gewährte Boni.,,,Umsatzerlöse,,,
8770,Gewährte Rabatte,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Sammelkonto für gewährte Rabatte.,,,Umsatzerlöse,,,
8780,Gewährte Rabatte - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Gewährte Rabatte mit USt-Korrektur (ermäßigter Satz).,86,2,Umsatzerlöse,,,
8790,Gewährte Rabatte - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),,,1. Umsatzerlöse (als Minderung),Gewährte Rabatte mit USt-Korrektur (Regelsatz).,81,3,Umsatzerlöse,,,
8800,Erlöse aus Anlagenverkäufen (Buchverlust),Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös unter dem Restbuchwert liegt.",,,Erlöse aus Anlagenverkäufen,,,
8801,Erlöse aus Anlagenverkäufen 19/16% (Buchverlust),Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8800, jedoch mit Umsatzsteuer zum Regelsatz.",81,3,Erlöse aus Anlagenverkäufen,,,
8807,"Erlöse Sachanlagenverkäufe Drittland, § 4 Nr. 1a UStG (Buchverlust)",Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8800, bei steuerfreier Ausfuhrlieferung.",43,,Erlöse aus Anlagenverkäufen,,,
8808,"Erlöse Sachanlageverkäufe EU, § 4 Nr. 1b UStG (bei Buchverlust)",Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8800, bei steuerfreier innergemeinschaftlicher Lieferung.",41,,Erlöse aus Anlagenverkäufen,,,
8820,Erlöse aus Anlagenverkäufen 19/16% (Buchgewinn),Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös über dem Restbuchwert liegt, mit USt zum Regelsatz.",81,3,Erlöse aus Anlagenverkäufen,,,
8827,"Erlöse aus Verkäufen Sachanlagevermögen Drittland, § 4 Nr. 1a UStG (Buchgewinn)",Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8820, bei steuerfreier Ausfuhrlieferung.",43,,Erlöse aus Anlagenverkäufen,,,
8828,"Erlöse aus Verkäufen Sachanlagevermögen EU, § 4 Nr. 1b UStG (Buchgewinn)",Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8820, bei steuerfreier innergemeinschaftlicher Lieferung.",41,,Erlöse aus Anlagenverkäufen,,,
8829,Erlöse aus Anlagenverkäufen (Buchgewinn),Einnahme,Anlagenabgang,,,4. Sonstige betriebliche Erträge,"Wie 8820, jedoch ohne Umsatzsteuer.",,,Erlöse aus Anlagenverkäufen,,,
8900,Unentgeltliche Wertabgaben (Erlöse),Einnahme,Eigenverbrauch,,,4. Sonstige betriebliche Erträge,"Sammelkonto für den Wert von Privatentnahmen von Waren, Nutzung von PKW etc.",,,Eigenverbrauch,,,
8955,Umsatzsteuervergütungen,Einnahme,Umsatzerlöse,,,4. Sonstige betriebliche Erträge,Erträge aus der Erstattung ausländischer Vorsteuer.,,,Umsatzsteuererstattungen,,,
9000,Saldenvorträge Sachkonten,Saldovortrag,EB-Werte,Technisches Konto,Technisches Konto,Technisches Konto,Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Sachkonten.,,,,,,
9008,Saldenvorträge Debitoren,Saldovortrag,EB-Werte,Technisches Konto,Technisches Konto,Technisches Konto,Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Kundenkonten.,,,,,,
9009,Saldenvorträge Kreditoren,Saldovortrag,EB-Werte,Technisches Konto,Technisches Konto,Technisches Konto,Automatisch bebuchtes Konto für die Eröffnungsbilanzwerte der Lieferantenkonten.,,,,,,
9090,Summenvortragskonto,Saldovortrag,EB-Werte,Technisches Konto,Technisches Konto,Technisches Konto,Technisches Hilfskonto für den Import von Summen- und Saldenlisten.,,,,,,
9303,Abziehbare Vorsteuer 5% aus innergem. Erwerb,Vorsteuer,Forderungen an Finanzamt (Vorsteuer),B.II.4. Sonstige Vermögensgegenstände,,,Abziehbare Vorsteuer aus i.g. Erwerb zum temporär gesenkten ermäßigten Satz (non-standard account number).,61,9,verauslagte Vorsteuern,,,
9313,Umsatzsteuer 5% innergem. Erwerb,Umsatzsteuer,Umsatzsteuer-Verbindlichkeiten,,D.4. Sonstige Verbindlichkeiten,Umsatzsteuer aus i.g. Erwerb zum temporär gesenkten ermäßigten Satz (non-standard account number).,,95,2,vereinnahmte Umsatzsteuer,,,
9314,Umsatzsteuer 7% innergem. Erwerb ohne VSt.-Abzug,Umsatzsteuer,Umsatzsteuer-Verbindlichkeiten,,D.4. Sonstige Verbindlichkeiten,"Wie 1772, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).",,93,2,vereinnahmte Umsatzsteuer,,,
9333,Umsatzsteuer 5% innergem. Erwerb ohne VSt.-Abzug,Umsatzsteuer,Umsatzsteuer-Verbindlichkeiten,,D.4. Sonstige Verbindlichkeiten,"Wie 9313, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).",,95,2,vereinnahmte Umsatzsteuer,,,
9334,Umsatzsteuer 16% innergem. Erwerb ohne VSt.-Abzug,Umsatzsteuer,Umsatzsteuer-Verbindlichkeiten,,D.4. Sonstige Verbindlichkeiten,"Wie 1786, jedoch wenn kein Vorsteuerabzug möglich ist (non-standard account number).",,95,3,vereinnahmte Umsatzsteuer,,,
9336,Umsatzsteuer nach § 13b UStG ohne VSt.-Abzug 16%,Umsatzsteuer,Umsatzsteuer-Verbindlichkeiten,,D.4. Sonstige Verbindlichkeiten,"Umsatzsteuer aus §13b-Sachverhalten ohne Vorsteuerabzug, temporär gesenkter Satz (non-standard account number).",,84,3,vereinnahmte Umsatzsteuer,,,
9363,Aufzuteilende Vorsteuer aus innergem. Erwerb 5 %,Forderungen,Verrechnungskonto Vorsteuer,B.II.4. Sonstige Vermögensgegenstände,,,Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus i.g. Erwerb (non-standard account number).,,,,,,
9364,Aufzuteilende Vorsteuer aus innergem. Erwerb 16 %,Forderungen,Verrechnungskonto Vorsteuer,B.II.4. Sonstige Vermögensgegenstände,,,Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus i.g. Erwerb (non-standard account number).,,,,,,
9366,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16 %,Forderungen,Verrechnungskonto Vorsteuer,B.II.4. Sonstige Vermögensgegenstände,,,Verrechnungskonto für nur teilweise abziehbare Vorsteuer aus §13b-Sachverhalten (non-standard account number).,,,,,,
9970,"Investitionsabzugsbetrag §7g Abs. 1 EStG, außerbilanziell (Soll)",Interimskonto,Statistisches Konto,Statistisches Konto,Statistisches Konto,Statistisches Konto,Außerbilanzielles statistisches Konto zur Verfolgung von Investitionsabzugsbeträgen.,,,,,,
9971,"Investitionsabzugsbetrag §7g Abs. 1 EStG, außerbilanziell (Haben", Gegenkto. Zu 9970),Interimskonto,,Statistisches Konto,Statistisches Konto,Statistisches Konto,Statistisches Konto,,,,,
9980,Anteil Belastung auf Verbindlichkeitskonten,Interimskonto,Verrechnungskonto,Technisches Konto,Technisches Konto,Technisches Konto,Technisches Konto für statistische Auswertungen oder Verrechnungen.,,,,,,
9981,Verrechnungskonto für Anteil Belastung der Verbindlichkeitskonten,Interimskonto,Verrechnungskonto,Technisches Konto,Technisches Konto,Technisches Konto,Technisches Gegenkonto zu 9980.,,,,,,
