Konto-Nr.,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Kontoart,Handlungshilfe,Standard-Ggkto.,UStVA_Kennz.,Steuerschluessel,USt_Berichtskat.,Automatikkonto,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position
4805,Reparaturen und Instandhaltungen von Betriebs- und Geschäftsausstattung,Betriebsausgabe,Reparatur/Instandhaltung,Aufwandskonto,"Reparaturen an Büromöbeln, Computern etc.",1600,,,Instandhaltung und Werkzeuge,Nein,,,8. Sonstige betriebliche Aufwendungen
4806,Wartungskosten für Hard- und Software,Betriebsausgabe,Reparatur/Instandhaltung,Aufwandskonto,Kosten für Wartungsverträge.,1600,,,Instandhaltung und Werkzeuge,Nein,,,8. Sonstige betriebliche Aufwendungen
4808,Zuführung zu Aufwandsrückstellungen,Betriebsausgabe,Reparatur/Instandhaltung,Aufwandskonto,Bildung von Rückstellungen für unterlassene Instandhaltung.,0971,,,Instandhaltung und Werkzeuge,Nein,,,8. Sonstige betriebliche Aufwendungen
4809,Sonstige Reparaturen und Instandhaltungen,Betriebsausgabe,Reparatur/Instandhaltung,Aufwandskonto,Auffangkonto für sonstige Instandhaltungsaufwendungen.,1600,,,Instandhaltung und Werkzeuge,Nein,,,8. Sonstige betriebliche Aufwendungen
4832,Abschreibungen auf Kfz,Abschreibung,Abschreibungen,Aufwandskonto,Planmäßige Abschreibung auf PKW und LKW.,0320,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4833,Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers,Abschreibung,Abschreibungen,Aufwandskonto,Abschreibung auf den als Betriebsvermögen aktivierten Anteil.,0149,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4840,Außerplanmäßige Abschreibungen auf Sachanlagen,Abschreibung,Abschreibungen,Aufwandskonto,Abschreibungen aufgrund dauerhafter Wertminderung.,,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4855,Sofortabschreibung GWG,Abschreibung,Abschreibungen,Aufwandskonto,Abschreibung für geringwertige Wirtschaftsgüter bis zur jeweiligen Wertgrenze im Jahr der Anschaffung.,0480,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4860,Abschreibungen auf aktivierte GWG,Abschreibung,Abschreibungen,Aufwandskonto,"Planmäßige Abschreibung von GWG, die einzeln aktiviert und abgeschrieben werden.",0480,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4862,Abschreibungen Sammelposten GWG,Abschreibung,Abschreibungen,Aufwandskonto,Lineare Abschreibung des Sammelpostens für GWG über 5 Jahre.,0480,,,Abschreibungen,Nein,,,7.a) Abschreibungen auf immat. VG und Sachanlagen
4900,Sonstige betriebliche Aufwendungen,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Sammelkonto für sonstige betriebliche Aufwendungen.,1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4905,"Sonstige Aufwendungen, betrieblich und regelmäßig",Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Regelmäßige betriebliche Aufwendungen, die keiner anderen Kategorie zugeordnet werden können.",1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4909,Fremdleistungen (Administrativ),Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Eingekaufte Dienstleistungen für die Verwaltung (z.B. externes Sekretariat).,1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4910,Porto,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kosten für Briefmarken, Paketsendungen etc.",1600,,,"Bürobedarf, Porto, Telefon",Nein,,,8. Sonstige betriebliche Aufwendungen
4920,Telefon,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Grundgebühren und Gesprächskosten für Festnetz und Mobilfunk.,1600,,,"Bürobedarf, Porto, Telefon",Nein,,,8. Sonstige betriebliche Aufwendungen
4925,Internetkosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Kosten für den Internetzugang.,1600,,,"Bürobedarf, Porto, Telefon",Nein,,,8. Sonstige betriebliche Aufwendungen
4930,Bürobedarf,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kosten für Papier, Stifte, Druckerpatronen etc.",1600,,,"Bürobedarf, Porto, Telefon",Nein,,,8. Sonstige betriebliche Aufwendungen
4940,"Zeitschriften, Bücher",Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Fachliteratur für den Betrieb.,1600,,,"Fachzeitschriften, Bücher",Nein,,,8. Sonstige betriebliche Aufwendungen
4945,Fortbildungskosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kosten für Seminare, Kurse und Schulungen für Mitarbeiter und Unternehmer.",1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4946,Freiwillige Sozialleistungen,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Betriebsausgaben für das Wohl der Belegschaft (z.B. Kosten für Betriebsausflüge, Weihnachtsfeiern).",1600,,,Sonstige Aufwendungen,Nein,,,6.b) Soziale Abgaben...
4950,Rechts- und Beratungskosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Honorare für Anwälte, Notare, Unternehmensberater etc.",1600,,,Rechts- und Beratungskosten,Nein,,,8. Sonstige betriebliche Aufwendungen
4955,Buchführungskosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kosten für den Steuerberater (lfd. Buchhaltung, Lohnabrechnung) oder Buchführungssoftware.",1600,,,Rechts- und Beratungskosten,Nein,,,8. Sonstige betriebliche Aufwendungen
4957,Abschluss- und Prüfungskosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Kosten für die Erstellung und Prüfung des Jahresabschlusses.,1600,,,Rechts- und Beratungskosten,Nein,,,8. Sonstige betriebliche Aufwendungen
4958,Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Miete für von Gesellschaftern überlassene Maschinen, Fahrzeuge etc.",1650,,,Mieten für Einrichtungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4959,Vergütungen an Mitunternehmer für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend),Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Miete für von Mitunternehmern überlassene bewegliche Wirtschaftsgüter.,,,,Mieten für Einrichtungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4960,Mieten für Einrichtungen,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Miete für bewegliche Wirtschaftsgüter wie Maschinen, Kopierer (Operating Leasing).",1600,,,Mieten für Einrichtungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4964,"Softwarekosten (z.B. Gebühren Softwarenutzung, SaaS)",Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Laufende Kosten für Software-Abonnements oder Nutzungsgebühren, die nicht aktiviert werden.",1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4969,Aufwendungen für Abraum- und Abfallbeseitigung,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kosten für Müllentsorgung, Recycling.",1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4970,Nebenkosten des Geldverkehrs,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Kontoführungsgebühren, Spesen für Überweisungen, EC-Cash-Gebühren.",1200,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4971,Verwahrentgelt,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Negativzinsen auf Bankguthaben.,1200,,,Sonstige Aufwendungen,Nein,,,12. Zinsen und ähnliche Aufwendungen
4980,Sonstiger Betriebsbedarf,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Auffangkonto für diverse kleinere betriebliche Aufwendungen.,1600,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
4985,Werkzeuge und Kleingeräte,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,"Werkzeuge und Kleingeräte, die nicht als GWG aktiviert werden.",1600,,,Instandhaltung und Werkzeuge,Nein,,,8. Sonstige betriebliche Aufwendungen
4997,Verwaltungskosten,Betriebsausgabe,Sonstige Kosten,Aufwandskonto,Sammelkonto für allgemeine Verwaltungskosten.,,,,Sonstige Aufwendungen,Nein,,,8. Sonstige betriebliche Aufwendungen
8000,Umsatzerlöse,Einnahme,Umsatzerlöse,Ertragskonto,Sammelkonto für Umsatzerlöse ohne festen Steuersatz.,1400,,,,Nein,,,1. Umsatzerlöse
8110,Sonstige steuerfreie Umsätze Inland,Einnahme,Umsatzerlöse,Ertragskonto,Steuerfreie Umsätze mit Vorsteuerabzug nach § 4 Nr. 8-28 UStG.,1400,48,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8120,"Umsätze / Erlöse Lieferungen nach Drittland (Ausfuhrlieferung, § 4 Nr. 1a UStG)",Einnahme,Umsatzerlöse,Ertragskonto,Steuerfreie Warenlieferungen in Länder außerhalb der EU.,1400,43,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8125,"Umsätze / Erlöse Lieferungen an Unternehmen in der EU (innerg. Lieferung, steuerfrei nach §4 Nr. 1b UStG)",Einnahme,Umsatzerlöse,Ertragskonto,Steuerfreie Warenlieferungen an andere EU-Unternehmer mit USt-IdNr.,1400,41,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8130,Umsätze aus Lieferung des ersten Abnehmers bei Innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG,Einnahme,Umsatzerlöse,Ertragskonto,Steuerfreie Umsätze als erster Abnehmer in einem Dreiecksgeschäft.,1400,42,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8150,Sonstige steuerfreie Umsätze (§ 4 Nr. 2-7 UStG),Einnahme,Umsatzerlöse,Ertragskonto,Steuerfreie Umsätze mit Vorsteuerabzug (z.B. See- und Luftfahrt).,1400,43,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8160,"Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG",Einnahme,Umsatzerlöse,Ertragskonto,"Steuerfreie Umsätze, die den Vorsteuerabzug ausschließen (z.B. Vermietung, ärztliche Leistungen).",1400,48,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8165,Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend,Einnahme,Umsatzerlöse,Ertragskonto,Sammelkonto für steuerfreie Umsätze ohne Vorsteuerabzug.,1400,48,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8190,Erlöse gemäß § 24 UStG,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze von pauschalierenden Land- und Forstwirten.,1400,76,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8191,Umsatzerlöse nach §§ 25 und 25a UStG 19/16% USt,Einnahme,Umsatzerlöse,Ertragskonto,"Umsätze, die der Differenz- oder Margenbesteuerung unterliegen (z.B. Reiseleistungen, Gebrauchtwaren).",1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8193,Umsatzerlöse nach §§ 25 und 25a UStG ohne USt,Einnahme,Umsatzerlöse,Ertragskonto,Nicht steuerbarer Anteil der Umsätze aus der Differenzbesteuerung.,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse
8200,Umsätze / Erlöse,Einnahme,Umsatzerlöse,Ertragskonto,Sammelkonto für Umsatzerlöse (oft für nicht steuerbare Umsätze verwendet).,1400,,,,Nein,,,1. Umsatzerlöse
8290,Umsätze / Erlöse 0%,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum Nullsteuersatz (z.B. für Photovoltaikanlagen ab 2023).,1400,87,1,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8300,Umsätze / Erlöse 7/5% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum ermäßigten Steuersatz.,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8310,Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7/5% USt.,Einnahme,Umsatzerlöse,Ertragskonto,"Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum ermäßigten Satz.",1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8315,Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19/16% USt.,Einnahme,Umsatzerlöse,Ertragskonto,"Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum Regelsatz.",1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8320,Umsätze / Erlöse Lieferungen an Privat im anderen EU Land steuerpflichtig,Einnahme,Umsatzerlöse,Ertragskonto,"Fernverkäufe (OSS), die im Bestimmungsland steuerpflichtig sind.",1400,45,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8333,Umsätze / Erlöse 5% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum temporär gesenkten ermäßigten Satz.,1400,35,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8334,Umsätze / Erlöse 7% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum ermäßigten Satz von 7%.,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8336,Umsätze / Erlöse Dienstleistungen EU mit Steuerschuldumkehr nach § 13b,Einnahme,Umsatzerlöse,Ertragskonto,Im anderen EU-Land steuerbare sonstige Leistungen an Unternehmer (Reverse Charge).,1400,21,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8337,Umsätze / Erlöse Dienstleistungen DE mit Steuerschuldumkehr nach § 13b,Einnahme,Umsatzerlöse,Ertragskonto,"Im Inland erbrachte Leistungen, für die der Leistungsempfänger die Steuer schuldet (z.B. Bauleistungen).",1400,60,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8338,Umsätze / Erlöse Dienstleistungen im Drittland steuerbar,Einnahme,Umsatzerlöse,Ertragskonto,Im Drittland steuerbare sonstige Leistungen.,1400,45,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8339,"Umsätze / Erlöse Dienstleistungen im anderen EU-Land steuerbar, im Inland nicht steuerbar",Einnahme,Umsatzerlöse,Ertragskonto,Im anderen EU-Land steuerbare sonstige Leistungen an Privatpersonen (OSS).,1400,45,,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8340,Umsätze / Erlöse 16% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum temporär gesenkten Regelsatz.,1400,35,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8400,Umsätze / Erlöse 19/16% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum Regelsteuersatz.,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8410,Umsätze / Erlöse 19% Umsatzsteuer,Einnahme,Umsatzerlöse,Ertragskonto,Umsätze zum Regelsteuersatz von 19%.,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse
8600,Sonstige Erlöse betrieblich und regelmäßig,Einnahme,Sonstige betriebliche Erträge,Ertragskonto,"Regelmäßige betriebliche Erträge, die nicht aus dem Hauptgeschäftszweck stammen (z.B. Kantinenerlöse).",1200,,,,Nein,,,4. Sonstige betriebliche Erträge
8604,Erstattete Vorsteuer anderer Länder,Einnahme,Sonstige betriebliche Erträge,Ertragskonto,Erträge aus dem Vorsteuer-Vergütungsverfahren.,1200,,,,Nein,,,4. Sonstige betriebliche Erträge
8607,Andere Nebenerlöse,Einnahme,Sonstige betriebliche Erträge,Ertragskonto,Auffangkonto für sonstige Nebenerlöse.,1200,,,,Nein,,,4. Sonstige betriebliche Erträge
8650,Erlöse Zinsen und Diskontspesen,Einnahme,Zinsertrag,Ertragskonto,Weiterberechnete Zinsen oder Diskontspesen.,1400,,,,Nein,,,11. sonstige Zinsen und ähnliche Erträge
8700,Erlösschmälerungen,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Sammelkonto für Erlösminderungen ohne USt (z.B. für nicht steuerbare Umsätze).,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8701,Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für steuerfreie Umsätze ohne Vorsteuerabzug.,1400,48,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8702,Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2-7 UStG,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für steuerfreie Umsätze mit Vorsteuerabzug.,1400,43,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8703,Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Wie 8701.,1400,48,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8704,Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Wie 8702.,1400,43,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8705,"Erlösschmälerungen steuerfreie Ausfuhrlieferungen, § 4 Nr. 1a UStG",Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für Exporte.,1400,43,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8706,"Erlösschmälerungen Lieferung erster Abnehmer, steuerfreie innergemeinschaftliche Dreiecksgeschäfte, § 25b Abs. 2, 4 UStG",Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für Umsätze im Dreiecksgeschäft.,1400,42,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8710,Erlösschmälerungen - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (ermäßigter Satz).",1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8719,Sonstige Erlösschmälerungen 0%,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für Umsätze zum Nullsteuersatz.,1400,87,1,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8720,Erlösschmälerungen - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Preisnachlässe (Boni, Rabatte) mit USt-Korrektur (Regelsatz).",1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8724,Erlösschmälerungen EU-Lieferungen steuerfrei,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für steuerfreie innergemeinschaftliche Lieferungen.,1400,41,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8725,Erlösschmälerungen - EU-Lieferung 7/5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für im Inland steuerbare EU-Lieferungen (ermäßigter Satz).,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8726,Erlösschmälerungen - EU-Lieferung 19/16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für im Inland steuerbare EU-Lieferungen (Regelsatz).,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8727,Erlösschmälerungen aus im anderen EU-Land stpflichtigen Lieferungen,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Erlösminderungen für Fernverkäufe (OSS).,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8730,Gewährte Skonti,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Gewährte Skonti ohne USt-Korrektur.,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8731,Gewährte Skonti - 7% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für Umsätze zum ermäßigten Satz.,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8732,Gewährte Skonti - 5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für Umsätze zum temporär gesenkten ermäßigten Satz.,1400,35,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8734,Gewährte Skonti - 0% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für Umsätze zum Nullsteuersatz.,1400,87,1,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8735,Gewährte Skonti - 16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für Umsätze zum temporär gesenkten Regelsatz.,1400,35,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8736,Gewährte Skonti - 19% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für Umsätze zum Regelsatz.,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8741,Gewährte Skonti Dienstleistungen DE mit Steuerschuldumkehr nach § 13b UStG,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für §13b-Leistungen im Inland.,1400,60,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8742,Gewährte Skonti Dienstleistungen EU mit Steuerschuldumkehr nach § 13b UStG,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für i.g. §13b-Leistungen.,1400,21,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8743,"Gewährte Skonti aus steuerfreien EU Lieferungen § 4, 1b UStG",Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Skontogewährung für steuerfreie i.g. Lieferungen.,1400,41,,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8745,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Sammelkonto Skonti für EU-Lieferungen (Inland).,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8746,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Wie 8745, für ermäßigten Satz.",1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8747,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Wie 8745, für temporär gesenkten ermäßigten Satz.",1400,35,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8748,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Wie 8745, für Regelsatz.",1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8749,Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,"Wie 8745, für temporär gesenkten Regelsatz.",1400,35,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8750,Gewährte Boni - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Nachträglich gewährte Boni mit USt-Korrektur (ermäßigter Satz).,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8760,Gewährte Boni - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Nachträglich gewährte Boni mit USt-Korrektur (Regelsatz).,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8769,Gewährte Boni,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Sammelkonto für gewährte Boni.,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8770,Gewährte Rabatte,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Sammelkonto für gewährte Rabatte.,1400,,,Umsatzerlöse,Nein,,,1. Umsatzerlöse (als Minderung)
8780,Gewährte Rabatte - 7/5% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Gewährte Rabatte mit USt-Korrektur (ermäßigter Satz).,1400,86,2,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8790,Gewährte Rabatte - 19/16% USt,Einnahme,Umsatzerlöse (Minderung),Ertragskonto,Gewährte Rabatte mit USt-Korrektur (Regelsatz).,1400,81,3,Umsatzerlöse,Ja,,,1. Umsatzerlöse (als Minderung)
8800,Erlöse aus Anlagenverkäufen (Buchverlust),Einnahme,Anlagenabgang,Ertragskonto,"Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös unter dem Restbuchwert liegt.",1400,,,Erlöse aus Anlagenverkäufen,Nein,,,4. Sonstige betriebliche Erträge
8801,Erlöse aus Anlagenverkäufen 19/16% (Buchverlust),Einnahme,Anlagenabgang,Ertragskonto,"Wie 8800, jedoch mit Umsatzsteuer zum Regelsatz.",1400,81,3,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8807,"Erlöse Sachanlagenverkäufe Drittland, § 4 Nr. 1a UStG (Buchverlust)",Einnahme,Anlagenabgang,Ertragskonto,"Wie 8800, bei steuerfreier Ausfuhrlieferung.",1400,43,,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8808,"Erlöse Sachanlageverkäufe EU, § 4 Nr. 1b UStG (bei Buchverlust)",Einnahme,Anlagenabgang,Ertragskonto,"Wie 8800, bei steuerfreier innergemeinschaftlicher Lieferung.",1400,41,,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8820,Erlöse aus Anlagenverkäufen 19/16% (Buchgewinn),Einnahme,Anlagenabgang,Ertragskonto,"Verkaufserlös beim Abgang von Anlagevermögen, wenn der Erlös über dem Restbuchwert liegt, mit USt zum Regelsatz.",1400,81,3,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8827,"Erlöse aus Verkäufen Sachanlagevermögen Drittland, § 4 Nr. 1a UStG (Buchgewinn)",Einnahme,Anlagenabgang,Ertragskonto,"Wie 8820, bei steuerfreier Ausfuhrlieferung.",1400,43,,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8828,"Erlöse aus Verkäufen Sachanlagevermögen EU, § 4 Nr. 1b UStG (Buchgewinn)",Einnahme,Anlagenabgang,Ertragskonto,"Wie 8820, bei steuerfreier innergemeinschaftlicher Lieferung.",1400,41,,Erlöse aus Anlagenverkäufen,Ja,,,4. Sonstige betriebliche Erträge
8829,Erlöse aus Anlagenverkäufen (Buchgewinn),Einnahme,Anlagenabgang,Ertragskonto,"Wie 8820, jedoch ohne Umsatzsteuer.",1400,,,Erlöse aus Anlagenverkäufen,Nein,,,4. Sonstige betriebliche Erträge
8900,Unentgeltliche Wertabgaben (Erlöse),Einnahme,Eigenverbrauch,Ertragskonto,"Sammelkonto für den Wert von Privatentnahmen von Waren, Nutzung von PKW etc.",,,,Eigenverbrauch,Nein,,,4. Sonstige betriebliche Erträge
8955,Umsatzsteuervergütungen,Einnahme,Umsatzerlöse,Ertragskonto,Erträge aus der Erstattung ausländischer Vorsteuer.,1200,,,Umsatzsteuererstattungen,Nein,,,4. Sonstige betriebliche Erträge
